File Name,Elec Jan (GJ),Elec Feb (GJ),Elec Mar (GJ),Elec Apr (GJ),Elec May (GJ),Elec Jun (GJ),Elec Jul (GJ),Elec Aug (GJ),Elec Sep (GJ),Elec Oct (GJ),Elec Nov (GJ),Elec Dec (GJ),Gas Jan (GJ),Gas Feb (GJ),Gas Mar (GJ),Gas Apr (GJ),Gas May (GJ),Gas Jun (GJ),Gas Jul (GJ),Gas Aug (GJ),Gas Sep (GJ),Gas Oct (GJ),Gas Nov (GJ),Gas Dec (GJ)
calib1,106.6042,95.3908,106.1478,101.9341,108.02019999999999,114.0709,125.63580000000002,129.4448,112.8476,106.95580000000001,102.5744,106.46289999999999,127.48040000000002,91.1575,61.2612,32.113200000000006,18.0989,12.8859,11.953200000000002,12.177700000000002,13.5044,27.570600000000002,79.51820000000001,123.6414
