name,:roof_base_type,:roof_base_cavity_insul,:roof_base_cont_insul,:wall_base_type,:wall_base_cavity_insul,:wall_base_cont_insul,:foundation_insul,:window_u,:window_shgc,:air_leakage,:infiltration_schedule,:lighting_density_retail,:lighting_density_office,:lighting_density_bulkstorage,:lighting_schedule,:equipment_density,:equipment_schedule,:occupant_schedule,:heat_sizing_factor,:cool_sizing_factor,:heating_setpoint,:heating_setpoint_setback,:cooling_setpoint,:cooling_setpoint_setup,:heating_setpoint_sch,:cooling_setpoint_sch,:oa_person_office,:oa_area_office,:cooling_coil_cop,:heating_coil_eff,:fan_eff,:fan_rise,:zone_hvac,:operation_schedule,:minoa_schedule,:economizer_type,:economizer_high_limit,:economizer_lockout,:loss_factor,:dhw_office,:dhw_temp,:dhw_schedule,:ext_light_w,:gas_max_bakery,:gas_max_deli,:equipment_density_deli,:equipment_density_bakery,:equipment_density_retail,:dhw_deli_bakery,:cooling_coil_cop_deli,:cooling_coil_cop_bulkstorage,:cooling_coil_cop_office,:cooling_coil_cop_sales,:cooling_coil_cop_produce,:equipment_density_deli_exhfan,:upstream_duct_leakage,:downstream_duct_leakage
default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
existing-cbsa-2014,Insulation Entirely Above Deck,"0|""R-IP""","16.44|""R-IP""",Concrete MW Solid Grouted,"0|""R-IP""","7.27|""R-IP""","1.82|""R-IP""","0.67|""U-IP""",0.41,"0.4|""CFM/ft2""","Through: 12/31,\n For: SummerDesignDay WinterDesignDay Weekdays,\n Until: 8:00, 1,\n Until: 21:00, 0.25,\n Until: 24:00, 1,\n For: Saturday,\n Until: 8:00, 1,\n Until: 21:00, 0.25,\n Until: 24:00, 1,\n For: Sunday AllOtherDays,\n Until: 8:00, 1,\n Until: 21:00, 0.25,\n Until: 24:00, 1;","1.3|""W/ft2""","0.9|""W/ft2""","0.7|""W/ft2""","Through: 12/31,\n For: SummerDesignDay,\n Until: 24:00, 1.0,\n For: WinterDesignDay,\n Until: 24:00, 0.0,\n For: Weekdays,\n Until: 1:00, 0.446,\n Until: 2:00, 0.397,\n Until: 3:00, 0.38,\n Until: 4:00, 0.389,\n Until: 5:00, 0.436,\n Until: 6:00, 0.552,\n Until: 7:00, 0.664,\n Until: 8:00, 0.786,\n Until: 9:00, 0.869,\n Until: 10:00, 0.895,\n Until: 11:00, 0.9,\n Until: 12:00, 0.9,\n Until: 13:00, 0.9,\n Until: 14:00, 0.9,\n Until: 15:00, 0.896,\n Until: 16:00, 0.888,\n Until: 17:00, 0.878,\n Until: 18:00, 0.869,\n Until: 19:00, 0.861,\n Until: 20:00, 0.843,\n Until: 21:00, 0.805,\n Until: 22:00, 0.726,\n Until: 23:00, 0.611,\n Until: 24:00, 0.524,\n For: Saturday,\n Until: 1:00, 0.4,\n Until: 2:00, 0.379,\n Until: 3:00, 0.384,\n Until: 4:00, 0.43,\n Until: 5:00, 0.546,\n Until: 6:00, 0.653,\n Until: 7:00, 0.775,\n Until: 8:00, 0.859,\n Until: 9:00, 0.884,\n Until: 10:00, 0.888,\n Until: 11:00, 0.888,\n Until: 12:00, 0.888,\n Until: 13:00, 0.889,\n Until: 14:00, 0.886,\n Until: 15:00, 0.886,\n Until: 16:00, 0.879,\n Until: 17:00, 0.866,\n Until: 18:00, 0.853,\n Until: 19:00, 0.841,\n Until: 20:00, 0.823,\n Until: 21:00, 0.791,\n Until: 22:00, 0.726,\n Until: 23:00, 0.627,\n Until: 24:00, 0.53,\n For: Sunday AllOtherDays,\n Until: 1:00, 0.394,\n Until: 2:00, 0.378,\n Until: 3:00, 0.404,\n Until: 4:00, 0.472,\n Until: 5:00, 0.558,\n Until: 6:00, 0.657,\n Until: 7:00, 0.761,\n Until: 8:00, 0.823,\n Until: 9:00, 0.843,\n Until: 10:00, 0.848,\n Until: 11:00, 0.848,\n Until: 12:00, 0.848,\n Until: 13:00, 0.849,\n Until: 14:00, 0.847,\n Until: 15:00, 0.847,\n Until: 16:00, 0.841,\n Until: 17:00, 0.83,\n Until: 18:00, 0.822,\n Until: 19:00, 0.819,\n Until: 20:00, 0.805,\n Until: 21:00, 0.773,\n Until: 22:00, 0.7,\n Until: 23:00, 0.586,\n Until: 24:00, 0.505;",,,,2,2,,,,,,,,,,,,,SZDX,"Through: 12/31,\n For: SummerDesignDay WinterDesignDay Weekdays,\n Until: 8:00, 0,\n Until: 21:00, 1,\n Until: 24:00, 0,\n For: Saturday,\n Until: 8:00, 0,\n Until: 21:00, 1,\n Until: 24:00, 0,\n For: Sunday AllOtherDays,\n Until: 8:00, 0,\n Until: 21:00, 1,\n Until: 24:00, 0;",nil,,,,,,,,"13951|""W""",,,,,,,,,,,,,,
Calib,Insulation Entirely Above Deck,"0|""R-IP""","6|""R-IP""",Concrete MW Solid Grouted,"0|""R-IP""","5|""R-IP""","1.82|""R-IP""","0.67|""U-IP""",0.6,"1.3|""CFM/ft2""","Through: 12/31,\n For: SummerDesignDay WinterDesignDay Weekdays,\n Until: 8:00, 1,\n Until: 21:00, 0.25,\n Until: 24:00, 1,\n For: Saturday,\n Until: 8:00, 1,\n Until: 21:00, 0.25,\n Until: 24:00, 1,\n For: Sunday AllOtherDays,\n Until: 8:00, 1,\n Until: 21:00, 0.25,\n Until: 24:00, 1;","1.4|""W/ft2""","0.9|""W/ft2""","0.7|""W/ft2""","Through: 12/31,\n For: SummerDesignDay,\n Until: 24:00, 1.0,\n For: WinterDesignDay,\n Until: 24:00, 0.0,\n For: Weekdays,\n Until: 1:00, 0.446,\n Until: 2:00, 0.397,\n Until: 3:00, 0.38,\n Until: 4:00, 0.389,\n Until: 5:00, 0.436,\n Until: 6:00, 0.552,\n Until: 7:00, 0.664,\n Until: 8:00, 0.786,\n Until: 9:00, 0.869,\n Until: 10:00, 0.895,\n Until: 11:00, 0.9,\n Until: 12:00, 0.9,\n Until: 13:00, 0.9,\n Until: 14:00, 0.9,\n Until: 15:00, 0.896,\n Until: 16:00, 0.888,\n Until: 17:00, 0.878,\n Until: 18:00, 0.869,\n Until: 19:00, 0.861,\n Until: 20:00, 0.843,\n Until: 21:00, 0.805,\n Until: 22:00, 0.726,\n Until: 23:00, 0.611,\n Until: 24:00, 0.524,\n For: Saturday,\n Until: 1:00, 0.4,\n Until: 2:00, 0.379,\n Until: 3:00, 0.384,\n Until: 4:00, 0.43,\n Until: 5:00, 0.546,\n Until: 6:00, 0.653,\n Until: 7:00, 0.775,\n Until: 8:00, 0.859,\n Until: 9:00, 0.884,\n Until: 10:00, 0.888,\n Until: 11:00, 0.888,\n Until: 12:00, 0.888,\n Until: 13:00, 0.889,\n Until: 14:00, 0.886,\n Until: 15:00, 0.886,\n Until: 16:00, 0.879,\n Until: 17:00, 0.866,\n Until: 18:00, 0.853,\n Until: 19:00, 0.841,\n Until: 20:00, 0.823,\n Until: 21:00, 0.791,\n Until: 22:00, 0.726,\n Until: 23:00, 0.627,\n Until: 24:00, 0.53,\n For: Sunday AllOtherDays,\n Until: 1:00, 0.394,\n Until: 2:00, 0.378,\n Until: 3:00, 0.404,\n Until: 4:00, 0.472,\n Until: 5:00, 0.558,\n Until: 6:00, 0.657,\n Until: 7:00, 0.761,\n Until: 8:00, 0.823,\n Until: 9:00, 0.843,\n Until: 10:00, 0.848,\n Until: 11:00, 0.848,\n Until: 12:00, 0.848,\n Until: 13:00, 0.849,\n Until: 14:00, 0.847,\n Until: 15:00, 0.847,\n Until: 16:00, 0.841,\n Until: 17:00, 0.83,\n Until: 18:00, 0.822,\n Until: 19:00, 0.819,\n Until: 20:00, 0.805,\n Until: 21:00, 0.773,\n Until: 22:00, 0.7,\n Until: 23:00, 0.586,\n Until: 24:00, 0.505;",,,,2,2,"70|""F""","65|""F""","74|""F""",,,,,,,,,,SZDX,"Through: 12/31,\n For: SummerDesignDay WinterDesignDay Weekdays,\n Until: 8:00, 0,\n Until: 21:00, 1,\n Until: 24:00, 0,\n For: Saturday,\n Until: 8:00, 0,\n Until: 21:00, 1,\n Until: 24:00, 0,\n For: Sunday AllOtherDays,\n Until: 8:00, 0,\n Until: 21:00, 1,\n Until: 24:00, 0;",nil,,,,,,,,"13951|""W""","55000|""W""","10000|""W""","5|""W/ft2""","5|""W/ft2""","1.6|""W/ft2""","1.4|""GPM""",3.5,3.5,3.8,3.5,3.6,,0,0
