name,:roof_base_type,:roof_base_cavity_insul,:roof_base_cont_insul,:wall_base_type,:wall_base_cavity_insul,:wall_base_cont_insul,:foundation_insul,:window_u,:window_shgc,:air_leakage,:infiltration_schedule,:lighting_density,:lighting_schedule,:equipment_density,:occupant_schedule,:heat_sizing_factor,:cool_sizing_factor,:heating_setpoint,:heating_setpoint_setback,:cooling_setpoint,:cooling_setpoint_setup,:heating_setpoint_sch,:cooling_setpoint_sch,:oa_person_office,:oa_area_office,:cooling_coil_cop,:heating_coil_cop,:fan_eff,:fan_rise,:oa_system_type,:zone_hvac,:operation_schedule,:minoa_schedule,:dhw_office,:dhw_temp,:dhw_schedule,:ext_light_w,fan_eff_supply
existing-cbsa-2014,Insulation Entirely Above Deck,"0|""R-IP""","16.83|""R-IP""",Steel Framing at 16 in. on center,"0|""R-IP""","7.4|""R-IP""","3.05|""R-IP""","0.67|""U-IP""",0.41,"0.4|""CFM/ft2""","Through: 12/31,\n For: SummerDesignDay WinterDesignDay Weekdays,\n Until: 7:00, 1,\n Until: 19:00, 0.25,\n Until: 24:00, 1,\n For: Saturday,\n Until: 11:00, 1,\n Until: 14:00, 0.25,\n Until: 24:00, 1,\n For: Sunday AllOtherDays,\n Until: 12:00, 1,\n Until: 13:00, 0.25,\n Until: 24:00, 1;","1.1|""W/ft2""","Through: 12/31,\n For: SummerDesignDay,\n Until: 24:00, 1.0,\n For: WinterDesignDay,\n Until: 24:00, 0.0,\n For: Weekdays,\n Until: 1:00, 0.212,\n Until: 2:00, 0.212,\n Until: 3:00, 0.219,\n Until: 4:00, 0.253,\n Until: 5:00, 0.339,\n Until: 6:00, 0.508,\n Until: 7:00, 0.703,\n Until: 8:00, 0.833,\n Until: 9:00, 0.894,\n Until: 10:00, 0.9,\n Until: 11:00, 0.887,\n Until: 12:00, 0.885,\n Until: 13:00, 0.885,\n Until: 14:00, 0.889,\n Until: 15:00, 0.889,\n Until: 16:00, 0.859,\n Until: 17:00, 0.782,\n Until: 18:00, 0.686,\n Until: 19:00, 0.562,\n Until: 20:00, 0.456,\n Until: 21:00, 0.368,\n Until: 22:00, 0.305,\n Until: 23:00, 0.262,\n Until: 24:00, 0.233,\n For: Saturday,\n Until: 1:00, 0.211,\n Until: 2:00, 0.21,\n Until: 3:00, 0.208,\n Until: 4:00, 0.207,\n Until: 5:00, 0.208,\n Until: 6:00, 0.21,\n Until: 7:00, 0.215,\n Until: 8:00, 0.23,\n Until: 9:00, 0.266,\n Until: 10:00, 0.32,\n Until: 11:00, 0.377,\n Until: 12:00, 0.411,\n Until: 13:00, 0.417,\n Until: 14:00, 0.404,\n Until: 15:00, 0.38,\n Until: 16:00, 0.342,\n Until: 17:00, 0.31,\n Until: 18:00, 0.283,\n Until: 19:00, 0.262,\n Until: 20:00, 0.246,\n Until: 21:00, 0.231,\n Until: 22:00, 0.22,\n Until: 23:00, 0.215,\n Until: 24:00, 0.212,\n For: Sunday AllOtherDays,\n Until: 1:00, 0.208,\n Until: 2:00, 0.207,\n Until: 3:00, 0.207,\n Until: 4:00, 0.21,\n Until: 5:00, 0.215,\n Until: 6:00, 0.227,\n Until: 7:00, 0.251,\n Until: 8:00, 0.279,\n Until: 9:00, 0.302,\n Until: 10:00, 0.315,\n Until: 11:00, 0.319,\n Until: 12:00, 0.318,\n Until: 13:00, 0.319,\n Until: 14:00, 0.312,\n Until: 15:00, 0.305,\n Until: 16:00, 0.295,\n Until: 17:00, 0.282,\n Until: 18:00, 0.268,\n Until: 19:00, 0.251,\n Until: 20:00, 0.235,\n Until: 21:00, 0.225,\n Until: 22:00, 0.218,\n Until: 23:00, 0.213,\n Until: 24:00, 0.21;",,,2,2,,,,,,,,,2.93,2.93,,,NONE,SZDX,"Through: 12/31,\n For: SummerDesignDay WinterDesignDay Weekdays,\n Until: 7:00, 0,\n Until: 19:00, 1,\n Until: 24:00, 0,\n For: Saturday,\n Until: 11:00, 0,\n Until: 14:00, 1,\n Until: 24:00, 0,\n For: Sunday AllOtherDays,\n Until: 12:00, 0,\n Until: 13:00, 1,\n Until: 24:00, 0;",nil,,,,"6435|""W""",
Calib,Insulation Entirely Above Deck,"0|""R-IP""","7|""R-IP""",Steel Framing at 16 in. on center,"0|""R-IP""","5|""R-IP""","3.05|""R-IP""","0.67|""U-IP""",0.5,"0.8|""CFM/ft2""","Through: 12/31,\n For: SummerDesignDay WinterDesignDay Weekdays,\n Until: 7:00, 1,\n Until: 19:00, 0.25,\n Until: 24:00, 1,\n For: Saturday,\n Until: 11:00, 1,\n Until: 14:00, 0.25,\n Until: 24:00, 1,\n For: Sunday AllOtherDays,\n Until: 12:00, 1,\n Until: 13:00, 0.25,\n Until: 24:00, 1;","0.5|""W/ft2""","Through: 12/31,\n For: SummerDesignDay,\n Until: 24:00, 1.0,\n For: WinterDesignDay,\n Until: 24:00, 0.0,\n For: Weekdays,\n Until: 1:00, 0.212,\n Until: 2:00, 0.212,\n Until: 3:00, 0.219,\n Until: 4:00, 0.253,\n Until: 5:00, 0.339,\n Until: 6:00, 0.508,\n Until: 7:00, 0.703,\n Until: 8:00, 0.833,\n Until: 9:00, 0.894,\n Until: 10:00, 0.9,\n Until: 11:00, 0.887,\n Until: 12:00, 0.885,\n Until: 13:00, 0.885,\n Until: 14:00, 0.889,\n Until: 15:00, 0.889,\n Until: 16:00, 0.859,\n Until: 17:00, 0.782,\n Until: 18:00, 0.686,\n Until: 19:00, 0.562,\n Until: 20:00, 0.456,\n Until: 21:00, 0.368,\n Until: 22:00, 0.305,\n Until: 23:00, 0.262,\n Until: 24:00, 0.233,\n For: Saturday,\n Until: 1:00, 0.211,\n Until: 2:00, 0.21,\n Until: 3:00, 0.208,\n Until: 4:00, 0.207,\n Until: 5:00, 0.208,\n Until: 6:00, 0.21,\n Until: 7:00, 0.215,\n Until: 8:00, 0.23,\n Until: 9:00, 0.266,\n Until: 10:00, 0.32,\n Until: 11:00, 0.377,\n Until: 12:00, 0.411,\n Until: 13:00, 0.417,\n Until: 14:00, 0.404,\n Until: 15:00, 0.38,\n Until: 16:00, 0.342,\n Until: 17:00, 0.31,\n Until: 18:00, 0.283,\n Until: 19:00, 0.262,\n Until: 20:00, 0.246,\n Until: 21:00, 0.231,\n Until: 22:00, 0.22,\n Until: 23:00, 0.215,\n Until: 24:00, 0.212,\n For: Sunday AllOtherDays,\n Until: 1:00, 0.208,\n Until: 2:00, 0.207,\n Until: 3:00, 0.207,\n Until: 4:00, 0.21,\n Until: 5:00, 0.215,\n Until: 6:00, 0.227,\n Until: 7:00, 0.251,\n Until: 8:00, 0.279,\n Until: 9:00, 0.302,\n Until: 10:00, 0.315,\n Until: 11:00, 0.319,\n Until: 12:00, 0.318,\n Until: 13:00, 0.319,\n Until: 14:00, 0.312,\n Until: 15:00, 0.305,\n Until: 16:00, 0.295,\n Until: 17:00, 0.282,\n Until: 18:00, 0.268,\n Until: 19:00, 0.251,\n Until: 20:00, 0.235,\n Until: 21:00, 0.225,\n Until: 22:00, 0.218,\n Until: 23:00, 0.213,\n Until: 24:00, 0.21;","1.2|""W/ft2""",,2,2,"70|""F""",,"77|""F""",,,,"25|""CFM""","0.25|""CFM/ft2""",3.8,2.93,,,NONE,SZDX,"Through: 12/31,\n For: SummerDesignDay WinterDesignDay Weekdays,\n Until: 7:00, 0,\n Until: 19:00, 1,\n Until: 24:00, 0,\n For: Saturday,\n Until: 11:00, 0,\n Until: 14:00, 1,\n Until: 24:00, 0,\n For: Sunday AllOtherDays,\n Until: 12:00, 0,\n Until: 13:00, 1,\n Until: 24:00, 0;",nil,"0.2|""GPM""","165|""F""",,"7500|""W""",0.95
