File Name,Total Annual (GJ),Elec Annual (GJ),Gas Annual (GJ),Elec Jan (GJ),Elec Feb (GJ),Elec Mar (GJ),Elec Apr (GJ),Elec May (GJ),Elec Jun (GJ),Elec Jul (GJ),Elec Aug (GJ),Elec Sep (GJ),Elec Oct (GJ),Elec Nov (GJ),Elec Dec (GJ),Gas Jan (GJ),Gas Feb (GJ),Gas Mar (GJ),Gas Apr (GJ),Gas May (GJ),Gas Jun (GJ),Gas Jul (GJ),Gas Aug (GJ),Gas Sep (GJ),Gas Oct (GJ),Gas Nov (GJ),Gas Dec (GJ)
/Users/matthew-larson/Documents/My Projects/modelkit-flannel-edition/models/pnw/restaurant-full-service/sensitivity/runs/economizer_high_limit_kitchen=65/instance-out.sql,2112.83,966.51,1146.32,80.37,72.39,79.96,77.80,81.15,80.48,85.87,88.03,80.83,80.95,77.97,80.70,114.71,99.65,101.42,91.93,91.29,86.22,87.78,87.75,85.56,91.54,97.82,110.64
/Users/matthew-larson/Documents/My Projects/modelkit-flannel-edition/models/pnw/restaurant-full-service/sensitivity/runs/economizer_lockout_dining=LockoutWithCompressor/instance-out.sql,2113.38,967.44,1145.94,80.39,72.39,80.03,77.84,81.25,80.68,86.05,88.14,81.00,81.01,77.98,80.69,114.66,99.67,101.40,91.88,91.24,86.19,87.77,87.74,85.54,91.46,97.76,110.62
/Users/matthew-larson/Documents/My Projects/modelkit-flannel-edition/models/pnw/restaurant-full-service/sensitivity/runs/economizer_lockout_dining=LockoutWithHeating/instance-out.sql,2113.38,967.44,1145.94,80.39,72.39,80.03,77.84,81.25,80.68,86.05,88.14,81.00,81.01,77.98,80.69,114.66,99.67,101.40,91.88,91.24,86.19,87.77,87.74,85.54,91.46,97.76,110.62
/Users/matthew-larson/Documents/My Projects/modelkit-flannel-edition/models/pnw/restaurant-full-service/sensitivity/runs/economizer_lockout_dining=NoLockout/instance-out.sql,2112.83,966.51,1146.32,80.37,72.39,79.96,77.80,81.15,80.48,85.87,88.03,80.83,80.95,77.97,80.70,114.71,99.65,101.42,91.93,91.29,86.22,87.78,87.75,85.56,91.54,97.82,110.64
/Users/matthew-larson/Documents/My Projects/modelkit-flannel-edition/models/pnw/restaurant-full-service/sensitivity/runs/economizer_lockout_kitchen=LockoutWithCompressor/instance-out.sql,2112.83,966.51,1146.32,80.37,72.39,79.96,77.80,81.15,80.48,85.87,88.03,80.83,80.95,77.97,80.70,114.71,99.65,101.42,91.93,91.29,86.22,87.78,87.75,85.56,91.54,97.82,110.64
/Users/matthew-larson/Documents/My Projects/modelkit-flannel-edition/models/pnw/restaurant-full-service/sensitivity/runs/economizer_lockout_kitchen=LockoutWithHeating/instance-out.sql,2112.83,966.51,1146.32,80.37,72.39,79.96,77.80,81.15,80.48,85.87,88.03,80.83,80.95,77.97,80.70,114.71,99.65,101.42,91.93,91.29,86.22,87.78,87.75,85.56,91.54,97.82,110.64
/Users/matthew-larson/Documents/My Projects/modelkit-flannel-edition/models/pnw/restaurant-full-service/sensitivity/runs/economizer_lockout_kitchen=NoLockout/instance-out.sql,2112.83,966.51,1146.32,80.37,72.39,79.96,77.80,81.15,80.48,85.87,88.03,80.83,80.95,77.97,80.70,114.71,99.65,101.42,91.93,91.29,86.22,87.78,87.75,85.56,91.54,97.82,110.64
/Users/matthew-larson/Documents/My Projects/modelkit-flannel-edition/models/pnw/restaurant-full-service/sensitivity/runs/economizer_type_dining=DifferentialDryBulb/instance-out.sql,2112.83,966.51,1146.32,80.37,72.39,79.96,77.80,81.15,80.48,85.87,88.03,80.83,80.95,77.97,80.70,114.71,99.65,101.42,91.93,91.29,86.22,87.78,87.75,85.56,91.54,97.82,110.64
/Users/matthew-larson/Documents/My Projects/modelkit-flannel-edition/models/pnw/restaurant-full-service/sensitivity/runs/economizer_type_dining=NoEconomizer/instance-out.sql,2114.62,970.08,1144.54,80.41,72.42,80.10,78.03,81.73,81.09,86.33,88.42,81.48,81.33,78.08,80.67,114.52,99.63,101.25,91.71,91.07,86.16,87.74,87.72,85.47,91.21,97.55,110.53
/Users/matthew-larson/Documents/My Projects/modelkit-flannel-edition/models/pnw/restaurant-full-service/sensitivity/runs/economizer_type_kitchen=DifferentialDryBulb/instance-out.sql,2109.79,964.06,1145.73,80.28,72.29,79.87,77.60,80.91,80.17,85.54,87.74,80.51,80.69,77.85,80.62,114.67,99.65,101.37,91.85,91.21,86.19,87.77,87.74,85.52,91.44,97.74,110.58
/Users/matthew-larson/Documents/My Projects/modelkit-flannel-edition/models/pnw/restaurant-full-service/sensitivity/runs/economizer_type_kitchen=NoEconomizer/instance-out.sql,2112.83,966.51,1146.32,80.37,72.39,79.96,77.80,81.15,80.48,85.87,88.03,80.83,80.95,77.97,80.70,114.71,99.65,101.42,91.93,91.29,86.22,87.78,87.75,85.56,91.54,97.82,110.64
/Users/matthew-larson/Documents/My Projects/modelkit-flannel-edition/models/pnw/restaurant-full-service/sensitivity/runs/equipment_density_dining=10/instance-out.sql,2234.64,1119.95,1114.69,92.82,83.66,92.50,90.19,94.26,93.67,99.93,102.25,93.83,93.71,90.05,93.09,108.21,94.80,97.40,90.01,90.34,85.84,87.65,87.66,85.18,89.89,93.53,104.19
/Users/matthew-larson/Documents/My Projects/modelkit-flannel-edition/models/pnw/restaurant-full-service/sensitivity/runs/equipment_density_dining=2/instance-out.sql,2019.87,841.33,1178.54,70.20,63.18,69.73,67.65,70.49,69.73,74.44,76.48,70.24,70.54,68.08,70.54,120.43,104.33,106.06,94.60,92.46,86.42,87.82,87.82,85.95,93.88,102.23,116.54
/Users/matthew-larson/Documents/My Projects/modelkit-flannel-edition/models/pnw/restaurant-full-service/sensitivity/runs/equipment_density_kitchen=25/instance-out.sql,1985.72,836.45,1149.26,69.86,62.86,69.42,67.27,69.95,69.18,73.97,76.18,69.62,70.07,67.79,70.28,115.14,99.99,101.84,92.24,91.48,86.33,87.81,87.79,85.68,91.79,98.18,110.99
/Users/matthew-larson/Documents/My Projects/modelkit-flannel-edition/models/pnw/restaurant-full-service/sensitivity/runs/equipment_density_kitchen=50/instance-out.sql,2307.86,1165.81,1142.05,96.44,87.01,96.30,94.04,98.49,97.54,103.62,106.09,97.79,97.86,93.79,96.84,114.18,99.18,100.92,91.47,90.90,86.07,87.75,87.75,85.39,91.01,97.31,110.12
/Users/matthew-larson/Documents/My Projects/modelkit-flannel-edition/models/pnw/restaurant-full-service/sensitivity/runs/ext_light_w=3500/instance-out.sql,2123.72,977.40,1146.32,81.55,73.36,80.92,78.58,81.86,81.08,86.54,88.79,81.71,81.98,79.08,81.94,114.71,99.65,101.42,91.93,91.29,86.22,87.78,87.75,85.56,91.54,97.82,110.64
/Users/matthew-larson/Documents/My Projects/modelkit-flannel-edition/models/pnw/restaurant-full-service/sensitivity/runs/ext_light_w=6000/instance-out.sql,2162.94,1016.62,1146.32,85.81,76.87,84.39,81.40,84.41,83.24,88.94,91.52,84.87,85.69,83.08,86.41,114.71,99.65,101.42,91.93,91.29,86.22,87.78,87.75,85.56,91.54,97.82,110.64
/Users/matthew-larson/Documents/My Projects/modelkit-flannel-edition/models/pnw/restaurant-full-service/sensitivity/runs/fan_eff_dining=0.4/instance-out.sql,2133.66,1005.97,1127.68,83.49,75.23,83.15,80.97,84.54,83.97,89.55,91.81,84.22,84.19,81.01,83.83,111.01,96.85,98.96,90.60,90.70,86.02,87.71,87.69,85.32,90.51,95.33,106.98
/Users/matthew-larson/Documents/My Projects/modelkit-flannel-edition/models/pnw/restaurant-full-service/sensitivity/runs/fan_eff_dining=0.7/instance-out.sql,2104.43,948.98,1155.44,78.98,71.12,78.54,76.39,79.64,78.94,84.23,86.35,79.33,79.52,76.62,79.32,116.39,100.95,102.67,92.65,91.62,86.33,87.83,87.80,85.70,92.13,99.05,112.32
/Users/matthew-larson/Documents/My Projects/modelkit-flannel-edition/models/pnw/restaurant-full-service/sensitivity/runs/fan_eff_kitchen=0.4/instance-out.sql,2121.49,975.37,1146.12,81.18,73.08,80.69,78.41,81.85,81.20,86.69,88.99,81.56,81.59,78.66,81.46,114.69,99.65,101.42,91.93,91.27,86.19,87.77,87.75,85.54,91.50,97.80,110.60
/Users/matthew-larson/Documents/My Projects/modelkit-flannel-edition/models/pnw/restaurant-full-service/sensitivity/runs/fan_eff_kitchen=0.7/instance-out.sql,2106.31,959.91,1146.40,79.89,71.93,79.46,77.25,80.60,79.88,85.18,87.33,80.24,80.42,77.49,80.22,114.73,99.69,101.43,91.92,91.28,86.23,87.78,87.76,85.58,91.53,97.83,110.63
/Users/matthew-larson/Documents/My Projects/modelkit-flannel-edition/models/pnw/restaurant-full-service/sensitivity/runs/fan_motor_eff_dining=0.8/instance-out.sql,2112.83,966.51,1146.32,80.37,72.39,79.96,77.80,81.15,80.48,85.87,88.03,80.83,80.95,77.97,80.70,114.71,99.65,101.42,91.93,91.29,86.22,87.78,87.75,85.56,91.54,97.82,110.64
/Users/matthew-larson/Documents/My Projects/modelkit-flannel-edition/models/pnw/restaurant-full-service/sensitivity/runs/fan_motor_eff_dining=0.9/instance-out.sql,2112.83,966.51,1146.32,80.37,72.39,79.96,77.80,81.15,80.48,85.87,88.03,80.83,80.95,77.97,80.70,114.71,99.65,101.42,91.93,91.29,86.22,87.78,87.75,85.56,91.54,97.82,110.64
/Users/matthew-larson/Documents/My Projects/modelkit-flannel-edition/models/pnw/restaurant-full-service/sensitivity/runs/fan_motor_eff_kitchen=0.8/instance-out.sql,2112.83,966.51,1146.32,80.37,72.39,79.96,77.80,81.15,80.48,85.87,88.03,80.83,80.95,77.97,80.70,114.71,99.65,101.42,91.93,91.29,86.22,87.78,87.75,85.56,91.54,97.82,110.64
/Users/matthew-larson/Documents/My Projects/modelkit-flannel-edition/models/pnw/restaurant-full-service/sensitivity/runs/fan_motor_eff_kitchen=0.9/instance-out.sql,2112.83,966.51,1146.32,80.37,72.39,79.96,77.80,81.15,80.48,85.87,88.03,80.83,80.95,77.97,80.70,114.71,99.65,101.42,91.93,91.29,86.22,87.78,87.75,85.56,91.54,97.82,110.64
/Users/matthew-larson/Documents/My Projects/modelkit-flannel-edition/models/pnw/restaurant-full-service/sensitivity/runs/fan_rise=2/instance-out.sql,2097.95,941.82,1156.13,78.46,70.63,77.99,75.80,79.05,78.29,83.49,85.60,78.69,78.94,76.09,78.78,116.50,101.07,102.77,92.70,91.64,86.35,87.84,87.81,85.73,92.17,99.14,112.42
/Users/matthew-larson/Documents/My Projects/modelkit-flannel-edition/models/pnw/restaurant-full-service/sensitivity/runs/fan_rise=4/instance-out.sql,2158.18,1037.88,1120.30,86.14,77.60,85.76,83.45,87.28,86.79,92.44,94.79,87.00,86.74,83.46,86.42,109.43,95.72,98.03,90.19,90.48,85.93,87.68,87.67,85.22,90.15,94.34,105.45
