File Name,Elec Jan (GJ),Elec Feb (GJ),Elec Mar (GJ),Elec Apr (GJ),Elec May (GJ),Elec Jun (GJ),Elec Jul (GJ),Elec Aug (GJ),Elec Sep (GJ),Elec Oct (GJ),Elec Nov (GJ),Elec Dec (GJ),Gas Jan (GJ),Gas Feb (GJ),Gas Mar (GJ),Gas Apr (GJ),Gas May (GJ),Gas Jun (GJ),Gas Jul (GJ),Gas Aug (GJ),Gas Sep (GJ),Gas Oct (GJ),Gas Nov (GJ),Gas Dec (GJ)
calib1,211.27550000000002,189.2557,213.45659999999998,197.2697,210.8247,225.5312,209.8083,221.9351,213.5579,207.20960000000002,204.10530000000003,208.2206,485.092,374.11839999999995,294.12170000000003,169.30050000000003,108.5992,59.7457,30.383500000000005,34.6949,68.0415,155.4321,333.05699999999996,464.35339999999997
