File Name,Total Annual (GJ),Elec Annual (GJ),Gas Annual (GJ),Elec Jan (GJ),Elec Feb (GJ),Elec Mar (GJ),Elec Apr (GJ),Elec May (GJ),Elec Jun (GJ),Elec Jul (GJ),Elec Aug (GJ),Elec Sep (GJ),Elec Oct (GJ),Elec Nov (GJ),Elec Dec (GJ),Gas Jan (GJ),Gas Feb (GJ),Gas Mar (GJ),Gas Apr (GJ),Gas May (GJ),Gas Jun (GJ),Gas Jul (GJ),Gas Aug (GJ),Gas Sep (GJ),Gas Oct (GJ),Gas Nov (GJ),Gas Dec (GJ)
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/office-medium/sensitivity/runs/ext_light_w=1000/instance-out.sql,6692.12,2511.77,4180.35,205.33,185.94,216.89,199.58,214.37,215.20,217.61,244.68,204.32,205.64,201.68,200.53,696.87,547.48,502.96,328.28,229.25,128.13,59.53,58.42,144.36,320.23,523.08,641.76
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/office-medium/sensitivity/runs/ext_light_w=10000/instance-out.sql,6833.32,2652.97,4180.35,220.65,198.57,229.37,209.72,223.54,222.98,226.26,254.53,215.69,218.99,216.07,216.60,696.87,547.48,502.96,328.28,229.25,128.13,59.53,58.42,144.36,320.23,523.08,641.76
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/office-medium/sensitivity/runs/fan_eff_supply=0.3/instance-out.sql,6852.31,3436.39,3415.91,281.56,254.35,296.84,271.31,292.41,294.98,297.34,334.45,280.27,281.38,276.56,274.93,613.28,472.84,414.34,257.89,164.05,81.18,34.62,34.76,95.82,245.01,441.01,561.11
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/office-medium/sensitivity/runs/fan_eff_supply=0.8/instance-out.sql,6772.33,2374.93,4397.41,196.75,177.39,205.13,188.28,200.72,200.21,203.32,228.58,193.00,195.76,192.75,193.03,719.29,567.64,527.05,348.04,248.43,142.91,68.12,66.54,159.45,341.32,545.19,663.42
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/office-medium/sensitivity/runs/fan_rise_supply=0.1/instance-out.sql,6780.55,1764.43,5016.12,147.40,132.64,151.84,140.24,148.06,146.58,150.34,168.49,143.19,146.26,144.00,145.39,780.97,623.27,593.38,403.37,303.27,188.75,96.56,93.67,203.53,400.37,606.00,722.99
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/office-medium/sensitivity/runs/fan_rise_supply=2/instance-out.sql,6771.22,2127.49,4643.73,176.79,159.29,183.58,168.84,179.38,178.42,181.74,204.15,172.78,175.72,173.03,173.76,744.23,590.11,553.83,370.28,270.18,160.68,78.89,76.69,176.63,364.91,569.78,687.51
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/office-medium/sensitivity/runs/heating_coil_cop=1/instance-out.sql,6778.41,2598.06,4180.35,214.69,193.66,224.52,205.78,219.97,219.95,222.90,250.70,211.27,213.79,210.47,210.35,696.87,547.48,502.96,328.28,229.25,128.13,59.53,58.42,144.36,320.23,523.08,641.76
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/office-medium/sensitivity/runs/heating_coil_cop=4/instance-out.sql,6778.41,2598.06,4180.35,214.69,193.66,224.52,205.78,219.97,219.95,222.90,250.70,211.27,213.79,210.47,210.35,696.87,547.48,502.96,328.28,229.25,128.13,59.53,58.42,144.36,320.23,523.08,641.76
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/office-medium/sensitivity/runs/heating_setpoint=65/instance-out.sql,4459.91,2561.92,1897.99,213.18,192.15,222.44,203.00,216.10,215.15,217.93,245.92,207.11,211.51,208.64,208.79,425.21,315.43,228.29,115.86,39.62,9.23,3.67,4.00,12.75,89.59,265.86,388.47
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/office-medium/sensitivity/runs/heating_setpoint=75/instance-out.sql,7100.28,2606.99,4493.28,215.00,193.96,224.95,206.51,221.00,221.23,224.15,251.89,212.36,214.42,210.86,210.67,727.65,574.28,534.91,355.72,257.95,152.26,75.48,73.60,168.56,349.83,552.54,670.51
