File Name,Total Annual (GJ),Elec Annual (GJ),Gas Annual (GJ),Elec Jan (GJ),Elec Feb (GJ),Elec Mar (GJ),Elec Apr (GJ),Elec May (GJ),Elec Jun (GJ),Elec Jul (GJ),Elec Aug (GJ),Elec Sep (GJ),Elec Oct (GJ),Elec Nov (GJ),Elec Dec (GJ),Gas Jan (GJ),Gas Feb (GJ),Gas Mar (GJ),Gas Apr (GJ),Gas May (GJ),Gas Jun (GJ),Gas Jul (GJ),Gas Aug (GJ),Gas Sep (GJ),Gas Oct (GJ),Gas Nov (GJ),Gas Dec (GJ)
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/retail-supermarket/sensitivity/runs/economizer_high_limit=55/instance-out.sql,7996.38,6290.56,1705.82,499.67,455.47,508.75,503.54,536.76,535.98,573.28,592.97,547.51,531.17,501.64,503.83,233.60,205.97,185.84,140.09,108.01,75.38,57.00,47.22,76.08,135.99,192.25,248.40
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/retail-supermarket/sensitivity/runs/economizer_high_limit=65/instance-out.sql,7988.16,6274.38,1713.78,499.62,455.16,508.24,502.25,534.47,533.31,570.97,591.06,544.82,529.45,501.22,503.82,233.63,206.07,186.25,140.89,109.40,76.39,57.63,47.74,77.16,137.39,192.69,248.54
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/retail-supermarket/sensitivity/runs/economizer_lockout=LockoutWithCompressor/instance-out.sql,7992.74,6283.80,1708.94,499.63,455.21,508.47,502.90,535.58,535.07,572.65,592.38,546.53,530.26,501.30,503.82,233.61,206.05,186.02,140.45,108.63,75.73,57.15,47.33,76.44,136.60,192.48,248.46
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/retail-supermarket/sensitivity/runs/economizer_lockout=LockoutWithHeating/instance-out.sql,7992.74,6283.80,1708.94,499.63,455.21,508.47,502.90,535.58,535.07,572.65,592.38,546.53,530.26,501.30,503.82,233.61,206.05,186.02,140.45,108.63,75.73,57.15,47.33,76.44,136.60,192.48,248.46
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/retail-supermarket/sensitivity/runs/economizer_lockout=NoLockout/instance-out.sql,7992.95,6283.03,1709.92,499.62,455.20,508.46,502.80,535.42,534.99,572.54,592.30,546.39,530.19,501.28,503.82,233.63,206.06,186.08,140.55,108.80,75.80,57.25,47.44,76.56,136.71,192.55,248.47
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/retail-supermarket/sensitivity/runs/economizer_type=DifferentialDryBulb/instance-out.sql,7992.95,6283.03,1709.92,499.62,455.20,508.46,502.80,535.42,534.99,572.54,592.30,546.39,530.19,501.28,503.82,233.63,206.06,186.08,140.55,108.80,75.80,57.25,47.44,76.56,136.71,192.55,248.47
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/retail-supermarket/sensitivity/runs/economizer_type=NoEconomizer/instance-out.sql,8002.12,6300.37,1701.75,500.83,456.47,510.27,504.66,537.38,536.24,573.30,593.11,547.83,532.29,502.94,505.06,233.01,205.62,185.31,139.58,107.62,75.27,56.99,47.17,75.94,135.53,191.75,247.96
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/retail-supermarket/sensitivity/runs/economizer_type_bakery=DifferentialDryBulb/instance-out.sql,7979.10,6263.55,1715.55,498.14,453.71,506.39,500.80,533.44,533.59,571.63,591.45,544.82,527.97,499.36,502.25,234.38,206.77,186.71,141.05,109.19,76.04,57.40,47.55,76.81,137.20,193.18,249.27
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/retail-supermarket/sensitivity/runs/economizer_type_bakery=NoEconomizer/instance-out.sql,7992.95,6283.03,1709.92,499.62,455.20,508.46,502.80,535.42,534.99,572.54,592.30,546.39,530.19,501.28,503.82,233.63,206.06,186.08,140.55,108.80,75.80,57.25,47.44,76.56,136.71,192.55,248.47
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/retail-supermarket/sensitivity/runs/economizer_type_office=DifferentialDryBulb/instance-out.sql,7992.95,6283.03,1709.92,499.62,455.20,508.46,502.80,535.42,534.99,572.54,592.30,546.39,530.19,501.28,503.82,233.63,206.06,186.08,140.55,108.80,75.80,57.25,47.44,76.56,136.71,192.55,248.47
