baseline,ssr,rms,mae
calib-new,2877.4609058176625,10.949621199341522,7.007838528458333
calib-szdx,311.97857797572516,3.6054274941614364,2.7502578234583326
calib-szhp,4540.806388485561,13.755008767241785,8.978909850958335
