File Name,Total Annual (GJ),Elec Annual (GJ),Gas Annual (GJ),Elec Jan (GJ),Elec Feb (GJ),Elec Mar (GJ),Elec Apr (GJ),Elec May (GJ),Elec Jun (GJ),Elec Jul (GJ),Elec Aug (GJ),Elec Sep (GJ),Elec Oct (GJ),Elec Nov (GJ),Elec Dec (GJ),Gas Jan (GJ),Gas Feb (GJ),Gas Mar (GJ),Gas Apr (GJ),Gas May (GJ),Gas Jun (GJ),Gas Jul (GJ),Gas Aug (GJ),Gas Sep (GJ),Gas Oct (GJ),Gas Nov (GJ),Gas Dec (GJ)
/Users/matthew-larson/Documents/My Projects/modelkit-flannel-edition/models/pnw/school-primary/sensitivity/runs/lighting_density_cafeteria=0.5/instance-out.sql,3676.61,2906.77,769.84,257.67,229.58,258.06,234.78,245.15,238.44,214.36,231.72,238.69,251.84,250.87,255.61,109.39,93.65,82.53,58.13,49.78,42.08,25.40,26.72,39.49,55.30,82.20,105.18
/Users/matthew-larson/Documents/My Projects/modelkit-flannel-edition/models/pnw/school-primary/sensitivity/runs/lighting_density_cafeteria=2/instance-out.sql,3637.33,2911.68,725.66,258.03,229.83,258.14,234.99,245.62,239.11,215.09,232.65,239.25,252.04,251.08,255.86,103.86,88.17,75.26,53.84,47.75,40.95,24.91,26.24,38.27,51.32,76.50,98.58
/Users/matthew-larson/Documents/My Projects/modelkit-flannel-edition/models/pnw/school-primary/sensitivity/runs/lighting_density_classroom=0.5/instance-out.sql,3621.13,2939.28,681.85,260.03,231.54,260.19,237.15,248.11,241.93,217.85,235.69,241.81,254.24,253.01,257.74,97.30,81.79,68.87,50.57,45.83,40.13,24.71,26.12,37.39,48.00,70.01,91.13
/Users/matthew-larson/Documents/My Projects/modelkit-flannel-edition/models/pnw/school-primary/sensitivity/runs/lighting_density_classroom=2/instance-out.sql,3664.08,2899.68,764.40,257.18,229.06,257.38,234.16,244.51,237.84,213.79,231.12,238.08,251.17,250.25,255.13,109.47,93.04,81.22,57.53,49.39,41.90,25.25,26.57,39.28,54.56,81.24,104.95
/Users/matthew-larson/Documents/My Projects/modelkit-flannel-edition/models/pnw/school-primary/sensitivity/runs/lighting_density_computer=0.5/instance-out.sql,3650.38,2909.57,740.82,257.87,229.73,258.10,234.87,245.39,238.86,214.82,232.28,239.02,251.89,250.95,255.78,105.78,90.37,78.12,55.22,48.15,41.31,25.05,26.41,38.62,52.30,78.27,101.21
/Users/matthew-larson/Documents/My Projects/modelkit-flannel-edition/models/pnw/school-primary/sensitivity/runs/lighting_density_computer=2/instance-out.sql,3653.90,2909.65,744.25,257.89,229.75,258.13,234.89,245.40,238.83,214.79,232.25,239.02,251.92,250.97,255.81,106.28,90.88,78.61,55.52,48.30,41.40,25.07,26.43,38.73,52.62,78.58,101.81
/Users/matthew-larson/Documents/My Projects/modelkit-flannel-edition/models/pnw/school-primary/sensitivity/runs/lighting_density_corridor=0.5/instance-out.sql,3652.49,2909.62,742.87,257.88,229.74,258.12,234.89,245.40,238.85,214.80,232.26,239.02,251.91,250.96,255.79,106.06,90.68,78.46,55.41,48.24,41.37,25.07,26.42,38.69,52.51,78.44,101.53
/Users/matthew-larson/Documents/My Projects/modelkit-flannel-edition/models/pnw/school-primary/sensitivity/runs/lighting_density_corridor=2/instance-out.sql,3666.92,2909.69,757.23,257.96,229.75,258.25,234.96,245.41,238.76,214.68,232.04,238.93,252.02,251.06,255.86,108.24,92.07,80.53,56.77,49.04,41.74,25.20,26.51,39.09,54.06,80.38,103.60
/Users/matthew-larson/Documents/My Projects/modelkit-flannel-edition/models/pnw/school-primary/sensitivity/runs/lighting_density_gym=0.5/instance-out.sql,3666.65,2897.36,769.29,256.98,228.90,257.19,233.95,244.37,237.69,213.53,230.90,237.93,250.97,250.08,254.87,109.87,93.69,81.87,57.81,50.12,42.18,25.22,26.53,39.62,55.17,82.00,105.21
/Users/matthew-larson/Documents/My Projects/modelkit-flannel-edition/models/pnw/school-primary/sensitivity/runs/lighting_density_gym=2/instance-out.sql,3645.51,2917.52,727.99,258.45,230.26,258.71,235.49,246.07,239.63,215.63,233.14,239.74,252.52,251.51,256.36,103.81,88.72,76.43,54.14,47.39,41.05,25.03,26.42,38.30,51.15,76.30,99.26
