File Name,Elec Jan (GJ),Elec Feb (GJ),Elec Mar (GJ),Elec Apr (GJ),Elec May (GJ),Elec Jun (GJ),Elec Jul (GJ),Elec Aug (GJ),Elec Sep (GJ),Elec Oct (GJ),Elec Nov (GJ),Elec Dec (GJ),Gas Jan (GJ),Gas Feb (GJ),Gas Mar (GJ),Gas Apr (GJ),Gas May (GJ),Gas Jun (GJ),Gas Jul (GJ),Gas Aug (GJ),Gas Sep (GJ),Gas Oct (GJ),Gas Nov (GJ),Gas Dec (GJ)
calib1,381.87100000000004,300.69949999999994,285.1706,273.6772,292.23710000000005,311.3758,350.0612,344.628,303.66119999999995,284.8002,303.55999999999995,358.2305,103.1176,94.52109999999999,102.5535,94.102,90.095,80.3681,78.02780000000001,76.3444,76.00110000000001,83.94540000000002,88.15969999999999,98.10250000000002
existing-cbsa-2014,340.17800000000005,266.06170000000003,244.80849999999998,228.2543,241.639,257.146,289.0854,285.62589999999994,252.3284,238.1586,263.3889,315.35360000000003,103.1176,94.5206,102.554,94.10249999999999,90.09450000000001,80.36989999999999,78.0267,76.3412,76.00280000000001,83.94300000000001,88.1599,98.10090000000001
