name,:roof_base_type,:roof_base_cavity_insul,:roof_base_cont_insul,:wall_base_type,:wall_base_cavity_insul,:wall_base_cont_insul,:foundation_insul,:window_u,:window_shgc,:air_leakage,:infiltration_schedule,:lighting_density_dining,:lighting_density_kitchen,:lighting_schedule,:equipment_density_dining,:equipment_density_kitchen,:equipment_schedule,:gas_max_kitchen,:occupant_schedule,:heat_sizing_factor,:cool_sizing_factor,:heating_setpoint,:heating_setpoint_kitchen,:heating_setpoint_setback,:heating_setpoint_kitchen_setback,:cooling_setpoint,:cooling_setpoint_kitchen,:cooling_setpoint_setup,:cooling_setpoint_kitchen_setup,:heating_setpoint_sch,:cooling_setpoint_sch,:oa_person_dining,:oa_area_dining,:oa_person_kitchen,:oa_area_kitchen,:cooling_coil_cop_dining,:cooling_coil_cop_kitchen,:heating_coil_eff_dining,:fan_eff,:fan_rise,:zone_hvac_dining,:operation_schedule,:minoa_schedule,:economizer_type,:economizer_high_limit,:economizer_lockout,:loss_factor,:dhw_office,:dhw_temp,:dhw_schedule,:ext_light_w
default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
existing-cbsa-2014,Insulation Entirely Above Deck,"0|""R-IP""","16.22|""R-IP""",Wood Framing at 16 in. on center,"0|""R-IP""","9.50|""R-IP""","1.82|""R-IP""","0.68|""U-IP""",0.41,"0.4|""CFM/ft2""","Through: 12/31,\n For: SummerDesignDay WinterDesignDay Weekdays,\n Until: 8:00, 1,\n Until: 22:00, 0.25,\n Until: 24:00, 1,\n For: Saturday,\n Until: 8:00, 1,\n Until: 21:00, 0.25,\n Until: 24:00, 1,\n For: Sunday AllOtherDays,\n Until: 8:00, 1,\n Until: 21:00, 0.25,\n Until: 24:00, 1;","1.0|""W/ft2""","1.3|""W/ft2""","Through: 12/31,\n For: SummerDesignDay,\n Until: 24:00, 1.0,\n For: WinterDesignDay,\n Until: 24:00, 0.0,\n For: Weekdays,\n Until: 1:00, 0.181,\n Until: 2:00, 0.172,\n Until: 3:00, 0.208,\n Until: 4:00, 0.268,\n Until: 5:00, 0.348,\n Until: 6:00, 0.432,\n Until: 7:00, 0.53,\n Until: 8:00, 0.654,\n Until: 9:00, 0.781,\n Until: 10:00, 0.848,\n Until: 11:00, 0.87,\n Until: 12:00, 0.884,\n Until: 13:00, 0.895,\n Until: 14:00, 0.9,\n Until: 15:00, 0.9,\n Until: 16:00, 0.9,\n Until: 17:00, 0.9,\n Until: 18:00, 0.9,\n Until: 19:00, 0.898,\n Until: 20:00, 0.895,\n Until: 21:00, 0.87,\n Until: 22:00, 0.83,\n Until: 23:00, 0.762,\n Until: 24:00, 0.615,\n For: Saturday,\n Until: 1:00, 0.214,\n Until: 2:00, 0.189,\n Until: 3:00, 0.178,\n Until: 4:00, 0.207,\n Until: 5:00, 0.263,\n Until: 6:00, 0.341,\n Until: 7:00, 0.426,\n Until: 8:00, 0.515,\n Until: 9:00, 0.642,\n Until: 10:00, 0.758,\n Until: 11:00, 0.828,\n Until: 12:00, 0.852,\n Until: 13:00, 0.865,\n Until: 14:00, 0.875,\n Until: 15:00, 0.889,\n Until: 16:00, 0.889,\n Until: 17:00, 0.889,\n Until: 18:00, 0.883,\n Until: 19:00, 0.895,\n Until: 20:00, 0.87,\n Until: 21:00, 0.836,\n Until: 22:00, 0.777,\n Until: 23:00, 0.657,\n Until: 24:00, 0.493,\n For: Sunday AllOtherDays,\n Until: 1:00, 0.182,\n Until: 2:00, 0.171,\n Until: 3:00, 0.198,\n Until: 4:00, 0.25,\n Until: 5:00, 0.322,\n Until: 6:00, 0.395,\n Until: 7:00, 0.475,\n Until: 8:00, 0.588,\n Until: 9:00, 0.69,\n Until: 10:00, 0.747,\n Until: 11:00, 0.771,\n Until: 12:00, 0.786,\n Until: 13:00, 0.798,\n Until: 14:00, 0.804,\n Until: 15:00, 0.804,\n Until: 16:00, 0.804,\n Until: 17:00, 0.804,\n Until: 18:00, 0.802,\n Until: 19:00, 0.799,\n Until: 20:00, 0.776,\n Until: 21:00, 0.737,\n Until: 22:00, 0.669,\n Until: 23:00, 0.542,\n Until: 24:00, 0.397;",,,,,,2,2,,,,,,,,,,,,,,,,,,,,SZDX,"Through: 12/31,\n For: SummerDesignDay WinterDesignDay Weekdays,\n Until: 8:00, 0,\n Until: 22:00, 1,\n Until: 24:00, 0,\n For: Saturday,\n Until: 8:00, 0,\n Until: 21:00, 1,\n Until: 24:00, 0,\n For: Sunday AllOtherDays,\n Until: 8:00, 0,\n Until: 21:00, 1,\n Until: 24:00, 0;",nil,,,,,,,,"1275|""W"""
calib1,Insulation Entirely Above Deck,"0|""R-IP""","10|""R-IP""",Wood Framing at 16 in. on center,"0|""R-IP""","8|""R-IP""","1.82|""R-IP""","0.68|""U-IP""",0.75,"1.0|""CFM/ft2""","Through: 12/31,\n For: SummerDesignDay WinterDesignDay Weekdays,\n Until: 8:00, 1,\n Until: 22:00, 0.25,\n Until: 24:00, 1,\n For: Saturday,\n Until: 8:00, 1,\n Until: 21:00, 0.25,\n Until: 24:00, 1,\n For: Sunday AllOtherDays,\n Until: 8:00, 1,\n Until: 21:00, 0.25,\n Until: 24:00, 1;","0.8|""W/ft2""","1.0|""W/ft2""","Through: 12/31,\n For: SummerDesignDay,\n Until: 24:00, 1.0,\n For: WinterDesignDay,\n Until: 24:00, 0.0,\n For: Weekdays,\n Until: 1:00, 0.181,\n Until: 2:00, 0.172,\n Until: 3:00, 0.208,\n Until: 4:00, 0.268,\n Until: 5:00, 0.348,\n Until: 6:00, 0.432,\n Until: 7:00, 0.53,\n Until: 8:00, 0.654,\n Until: 9:00, 0.781,\n Until: 10:00, 0.848,\n Until: 11:00, 0.87,\n Until: 12:00, 0.884,\n Until: 13:00, 0.895,\n Until: 14:00, 0.9,\n Until: 15:00, 0.9,\n Until: 16:00, 0.9,\n Until: 17:00, 0.9,\n Until: 18:00, 0.9,\n Until: 19:00, 0.898,\n Until: 20:00, 0.895,\n Until: 21:00, 0.87,\n Until: 22:00, 0.83,\n Until: 23:00, 0.762,\n Until: 24:00, 0.615,\n For: Saturday,\n Until: 1:00, 0.214,\n Until: 2:00, 0.189,\n Until: 3:00, 0.178,\n Until: 4:00, 0.207,\n Until: 5:00, 0.263,\n Until: 6:00, 0.341,\n Until: 7:00, 0.426,\n Until: 8:00, 0.515,\n Until: 9:00, 0.642,\n Until: 10:00, 0.758,\n Until: 11:00, 0.828,\n Until: 12:00, 0.852,\n Until: 13:00, 0.865,\n Until: 14:00, 0.875,\n Until: 15:00, 0.889,\n Until: 16:00, 0.889,\n Until: 17:00, 0.889,\n Until: 18:00, 0.883,\n Until: 19:00, 0.895,\n Until: 20:00, 0.87,\n Until: 21:00, 0.836,\n Until: 22:00, 0.777,\n Until: 23:00, 0.657,\n Until: 24:00, 0.493,\n For: Sunday AllOtherDays,\n Until: 1:00, 0.182,\n Until: 2:00, 0.171,\n Until: 3:00, 0.198,\n Until: 4:00, 0.25,\n Until: 5:00, 0.322,\n Until: 6:00, 0.395,\n Until: 7:00, 0.475,\n Until: 8:00, 0.588,\n Until: 9:00, 0.69,\n Until: 10:00, 0.747,\n Until: 11:00, 0.771,\n Until: 12:00, 0.786,\n Until: 13:00, 0.798,\n Until: 14:00, 0.804,\n Until: 15:00, 0.804,\n Until: 16:00, 0.804,\n Until: 17:00, 0.804,\n Until: 18:00, 0.802,\n Until: 19:00, 0.799,\n Until: 20:00, 0.776,\n Until: 21:00, 0.737,\n Until: 22:00, 0.669,\n Until: 23:00, 0.542,\n Until: 24:00, 0.397;","5.0|""W/ft2""","25|""W/ft2""",,"90000|""W""",,2,2,70|'F',68|'F',60|'F',60|'F',"73|""F""","73|""F""",,,,,"15|""CFM""","0|""CFM/ft2""","15|""CFM""","0|""CFM/ft2""",2.2,2.2,0.8,,,SZDX,"Through: 12/31,\n For: SummerDesignDay WinterDesignDay Weekdays,\n Until: 8:00, 0,\n Until: 22:00, 1,\n Until: 24:00, 0,\n For: Saturday,\n Until: 8:00, 0,\n Until: 21:00, 1,\n Until: 24:00, 0,\n For: Sunday AllOtherDays,\n Until: 8:00, 0,\n Until: 21:00, 1,\n Until: 24:00, 0;",nil,,,,,,,,"1275|""W"""
