File Name,Elec Jan (GJ),Elec Feb (GJ),Elec Mar (GJ),Elec Apr (GJ),Elec May (GJ),Elec Jun (GJ),Elec Jul (GJ),Elec Aug (GJ),Elec Sep (GJ),Elec Oct (GJ),Elec Nov (GJ),Elec Dec (GJ),Gas Jan (GJ),Gas Feb (GJ),Gas Mar (GJ),Gas Apr (GJ),Gas May (GJ),Gas Jun (GJ),Gas Jul (GJ),Gas Aug (GJ),Gas Sep (GJ),Gas Oct (GJ),Gas Nov (GJ),Gas Dec (GJ)
calib1,226.6758,180.02200000000005,170.75220000000002,156.8858,161.93580000000003,170.27630000000002,192.67020000000002,190.2984,168.02859999999998,162.6556,181.28050000000002,213.3151,53.4429,48.664500000000004,53.3209,50.08560000000001,49.7491,46.207,46.269600000000004,45.837,44.93429999999999,47.9751,48.4144,52.0005
