File Name,Elec Jan (GJ),Elec Feb (GJ),Elec Mar (GJ),Elec Apr (GJ),Elec May (GJ),Elec Jun (GJ),Elec Jul (GJ),Elec Aug (GJ),Elec Sep (GJ),Elec Oct (GJ),Elec Nov (GJ),Elec Dec (GJ),Gas Jan (GJ),Gas Feb (GJ),Gas Mar (GJ),Gas Apr (GJ),Gas May (GJ),Gas Jun (GJ),Gas Jul (GJ),Gas Aug (GJ),Gas Sep (GJ),Gas Oct (GJ),Gas Nov (GJ),Gas Dec (GJ)
Calib,584.8000999999999,526.9588,576.6416000000002,566.1807,596.0537999999999,604.5236,650.9547000000001,654.7357,605.9383,591.8205,564.3176,584.7946000000002,673.2312000000001,583.72,608.7136,540.4469,510.1874000000001,438.7484,409.10130000000015,405.70070000000004,434.8237,518.7943,571.5687,642.6636000000001
existing-cbsa-2014,459.045,414.1243999999999,455.9097,447.19579999999996,469.8099000000001,472.6976000000001,505.1281000000001,507.02880000000005,471.91909999999996,465.583,444.08489999999995,458.79350000000005,1105.7124999999999,962.7383,1004.5622,896.6918,853.2567,749.2425999999999,713.472,707.1231000000001,735.36,852.9662999999999,935.701,1052.8353000000002
