File Name,Elec Jan (GJ),Elec Feb (GJ),Elec Mar (GJ),Elec Apr (GJ),Elec May (GJ),Elec Jun (GJ),Elec Jul (GJ),Elec Aug (GJ),Elec Sep (GJ),Elec Oct (GJ),Elec Nov (GJ),Elec Dec (GJ),Gas Jan (GJ),Gas Feb (GJ),Gas Mar (GJ),Gas Apr (GJ),Gas May (GJ),Gas Jun (GJ),Gas Jul (GJ),Gas Aug (GJ),Gas Sep (GJ),Gas Oct (GJ),Gas Nov (GJ),Gas Dec (GJ)
Calib,572.3335999999999,514.4147,587.1413,546.8510000000001,589.3788,612.5907000000001,547.4831,583.5188,579.6232,571.1555,555.6922999999999,558.3942000000001,1684.2972999999997,1332.3506,1195.3458,858.2699,649.8987000000001,356.0072,223.58739999999997,248.56140000000005,459.93289999999996,871.7174,1297.7254,1591.9211
existing-cbsa-2014,799.2074000000001,741.2728999999999,888.2794000000001,822.5889,887.3335999999999,918.8271000000001,813.0486,857.1455000000001,845.3593000000001,855.2717000000001,823.0313999999998,801.8423,207.2267,156.4346,144.2794,107.4655,95.52380000000001,75.40010000000001,42.9929,47.3172,73.53569999999999,104.29939999999999,139.9202,176.7901
