File Name,Elec Jan (GJ),Elec Feb (GJ),Elec Mar (GJ),Elec Apr (GJ),Elec May (GJ),Elec Jun (GJ),Elec Jul (GJ),Elec Aug (GJ),Elec Sep (GJ),Elec Oct (GJ),Elec Nov (GJ),Elec Dec (GJ),Gas Jan (GJ),Gas Feb (GJ),Gas Mar (GJ),Gas Apr (GJ),Gas May (GJ),Gas Jun (GJ),Gas Jul (GJ),Gas Aug (GJ),Gas Sep (GJ),Gas Oct (GJ),Gas Nov (GJ),Gas Dec (GJ)
Calib,1839.2836000000002,1651.4394999999997,1851.0725000000002,1747.3900999999998,1873.5039000000002,1954.4877000000004,2062.5447,2176.6083,1885.8327000000002,1828.3122,1773.9959000000003,1813.7912,1781.9386,1180.1314,921.8449999999999,526.1102,386.82860000000005,281.4669,229.8118,254.54870000000003,316.08050000000003,591.6875,1205.5853000000002,1557.8965
default,1514.7033,1375.3869,1566.5003000000002,1477.8659,1601.6991999999998,1668.3660000000002,1726.4247000000003,1840.9557,1599.7779000000003,1538.9279,1469.9013,1484.1894000000002,309.26640000000003,176.418,122.39360000000002,75.20620000000001,60.4025,41.546800000000005,27.921599999999998,32.2863,42.09289999999999,79.9743,166.89090000000002,246.99660000000003
