File Name,Elec Jan (GJ),Elec Feb (GJ),Elec Mar (GJ),Elec Apr (GJ),Elec May (GJ),Elec Jun (GJ),Elec Jul (GJ),Elec Aug (GJ),Elec Sep (GJ),Elec Oct (GJ),Elec Nov (GJ),Elec Dec (GJ),Gas Jan (GJ),Gas Feb (GJ),Gas Mar (GJ),Gas Apr (GJ),Gas May (GJ),Gas Jun (GJ),Gas Jul (GJ),Gas Aug (GJ),Gas Sep (GJ),Gas Oct (GJ),Gas Nov (GJ),Gas Dec (GJ)
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/office-large/calibration/runs/Calib/HZ1_CZ1/instance-out.sql,679.53,1821.78,31475.94,84385.45
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/office-large/calibration/runs/Calib/HZ1_CZ2/instance-out.sql,674.44,1851.86,31240.30,85778.97
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/office-large/calibration/runs/Calib/HZ1_CZ3/instance-out.sql,722.47,1929.83,33465.30,89390.31
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/office-large/calibration/runs/Calib/HZ2_CZ1/instance-out.sql,716.29,1896.90,33179.00,87865.31
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/office-large/calibration/runs/Calib/HZ2_CZ2/instance-out.sql,732.79,1940.83,33943.32,89899.79
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/office-large/calibration/runs/Calib/HZ3_CZ1/instance-out.sql,805.22,2005.23,37298.21,92883.00
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/office-large/calibration/runs/default/HZ1_CZ1/instance-out.sql,438.58,1398.20,20315.33,64765.02
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/office-large/calibration/runs/default/HZ1_CZ2/instance-out.sql,445.61,1427.46,20641.03,66120.49
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/office-large/calibration/runs/default/HZ1_CZ3/instance-out.sql,461.43,1465.37,21373.48,67876.42
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/office-large/calibration/runs/default/HZ2_CZ1/instance-out.sql,448.69,1425.98,20783.49,66051.82
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/office-large/calibration/runs/default/HZ2_CZ2/instance-out.sql,455.43,1448.41,21095.70,67091.11
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/office-large/calibration/runs/default/HZ3_CZ1/instance-out.sql,463.79,1446.44,21482.79,66999.74

