File Name,Elec Jan (GJ),Elec Feb (GJ),Elec Mar (GJ),Elec Apr (GJ),Elec May (GJ),Elec Jun (GJ),Elec Jul (GJ),Elec Aug (GJ),Elec Sep (GJ),Elec Oct (GJ),Elec Nov (GJ),Elec Dec (GJ),Gas Jan (GJ),Gas Feb (GJ),Gas Mar (GJ),Gas Apr (GJ),Gas May (GJ),Gas Jun (GJ),Gas Jul (GJ),Gas Aug (GJ),Gas Sep (GJ),Gas Oct (GJ),Gas Nov (GJ),Gas Dec (GJ)
calib1,120.9939,105.79729999999999,114.11420000000001,105.2237,108.59699999999998,113.75959999999999,127.60109999999999,129.0075,111.7558,108.9344,111.73859999999999,119.86039999999998,132.0986,93.9237,64.7413,34.294200000000004,19.0009,12.0765,11.228200000000001,11.1358,13.613400000000002,31.8796,82.6241,121.4836
