File Name,Total Annual (GJ),Elec Annual (GJ),Gas Annual (GJ),Elec Jan (GJ),Elec Feb (GJ),Elec Mar (GJ),Elec Apr (GJ),Elec May (GJ),Elec Jun (GJ),Elec Jul (GJ),Elec Aug (GJ),Elec Sep (GJ),Elec Oct (GJ),Elec Nov (GJ),Elec Dec (GJ),Gas Jan (GJ),Gas Feb (GJ),Gas Mar (GJ),Gas Apr (GJ),Gas May (GJ),Gas Jun (GJ),Gas Jul (GJ),Gas Aug (GJ),Gas Sep (GJ),Gas Oct (GJ),Gas Nov (GJ),Gas Dec (GJ)
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/school-secondary/sensitivity/runs/equipment_density_kitchen=0.4/instance-out.sql,23067.12,20612.78,2454.34,1583.21,1498.90,1875.98,1719.46,1850.93,1770.85,1596.37,1774.21,1729.98,1859.95,1720.01,1632.94,416.54,320.35,257.04,180.54,146.47,112.01,75.07,78.86,110.70,162.28,242.74,351.73
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/school-secondary/sensitivity/runs/equipment_density_kitchen=3/instance-out.sql,23078.71,20630.39,2448.32,1584.69,1500.71,1867.09,1723.99,1853.89,1773.24,1598.66,1776.46,1732.53,1862.57,1722.58,1633.99,415.89,319.70,256.44,180.04,146.03,111.67,74.68,78.48,110.34,161.77,242.16,351.12
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/school-secondary/sensitivity/runs/equipment_density_kitchen_exhfan=0.2/instance-out.sql,23239.00,20823.01,2416.00,1590.72,1509.83,1887.08,1737.96,1874.40,1787.00,1614.92,1792.72,1747.77,1876.10,1736.15,1668.36,412.08,316.29,253.01,177.62,144.05,110.12,72.75,76.61,108.59,159.25,238.63,346.99
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/school-secondary/sensitivity/runs/equipment_density_kitchen_exhfan=4/instance-out.sql,23359.23,20943.24,2416.00,1600.74,1518.89,1898.05,1747.50,1884.90,1797.49,1624.46,1803.70,1757.31,1886.12,1746.17,1677.90,412.08,316.29,253.01,177.62,144.05,110.12,72.75,76.61,108.59,159.25,238.63,346.99
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/school-secondary/sensitivity/runs/equipment_density_library=0.5/instance-out.sql,23145.07,20718.04,2427.03,1582.21,1500.84,1877.25,1727.37,1863.46,1778.03,1608.94,1787.38,1738.90,1867.61,1726.26,1659.79,414.47,318.07,254.28,178.23,144.37,110.25,72.84,76.70,108.74,159.85,239.93,349.30
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/school-secondary/sensitivity/runs/equipment_density_library=4/instance-out.sql,23970.61,21593.21,2377.40,1653.40,1573.17,1956.68,1801.79,1944.55,1852.54,1659.31,1837.71,1814.35,1953.31,1801.88,1744.51,402.30,309.46,249.40,175.77,143.00,109.54,72.34,76.19,107.90,157.71,234.33,339.45
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/school-secondary/sensitivity/runs/equipment_density_lobby=0.3/instance-out.sql,23227.53,20810.80,2416.73,1589.52,1509.35,1882.78,1736.92,1873.57,1786.27,1614.52,1792.44,1746.78,1875.23,1735.65,1667.77,412.23,316.40,253.11,177.68,144.08,110.12,72.76,76.61,108.60,159.29,238.72,347.12
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/school-secondary/sensitivity/runs/equipment_density_lobby=2/instance-out.sql,23486.65,21083.88,2402.77,1609.63,1527.01,1917.30,1762.73,1901.98,1810.13,1629.70,1806.00,1771.48,1902.87,1754.52,1690.53,409.31,314.28,251.29,176.78,143.59,109.93,72.68,76.54,108.44,158.53,236.92,344.48
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/school-secondary/sensitivity/runs/equipment_density_mechanical=0.3/instance-out.sql,23229.43,20812.83,2416.60,1589.99,1509.05,1886.22,1737.18,1873.50,1786.09,1614.36,1792.17,1746.83,1875.01,1735.27,1667.16,412.21,316.39,253.08,177.65,144.07,110.13,72.76,76.62,108.61,159.28,238.70,347.10
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/school-secondary/sensitivity/runs/equipment_density_mechanical=4/instance-out.sql,23908.14,21507.63,2400.51,1649.22,1564.48,1947.74,1795.95,1938.80,1847.76,1656.21,1835.03,1806.79,1941.27,1794.64,1729.75,408.85,314.01,251.56,176.71,143.33,109.58,72.32,76.15,108.05,158.41,237.01,344.52
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/school-secondary/sensitivity/runs/equipment_density_office=0.5/instance-out.sql,23095.20,20669.05,2426.15,1577.51,1497.68,1869.62,1724.01,1860.16,1773.96,1607.27,1784.47,1736.14,1861.37,1722.68,1654.18,414.40,317.87,254.19,178.25,144.36,110.23,72.84,76.70,108.72,159.75,239.85,349.00
