Parameter,Total Annual,Elec Annual,Gas Annual,Elec Jan,Elec Feb,Elec Mar,Elec Apr,Elec May,Elec Jun,Elec Jul,Elec Aug,Elec Sep,Elec Oct,Elec Nov,Elec Dec,Gas Jan,Gas Feb,Gas Mar,Gas Apr,Gas May,Gas Jun,Gas Jul,Gas Aug,Gas Sep,Gas Oct,Gas Nov,Gas Dec
air_leakage,0.1359076542531262,0.024967384947590907,0.6068065644336831,0.007743362831858243,0.004923076923076818,0.005339028296850049,0.021362586605080888,0.04519180241723591,0.05195473251028814,0.05268542199488497,0.04587155963302752,0.04861111111111112,0.028291621327529902,0.005102040816326522,0.006221719457013543,0.6194895591647333,0.6175824175824175,0.7135549872122762,0.6639784946236559,0.34210526315789475,0.06862745098039222,0.010416666666666676,0.0,0.07920792079207917,0.5619834710743802,0.7055359246171967,0.6387636831938184
control_option,0.038364203190904014,0.0454505952898235,0.0,0.034390112842557795,0.03978622327790963,0.04356740133264999,0.05362078496406848,0.05578093306288022,0.056547619047619076,0.05580246913580242,0.046345811051693525,0.045809474232170876,0.041269841269841144,0.0362239297475302,0.03247110621904256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cool_sizing_factor,0.04119150234562726,0.08180080116533138,0.14432367149758457,0.07456872565386756,0.07482993197278916,0.07877813504823145,0.08002336448598137,0.0891514500537057,0.09148264984227121,0.0847280334728034,0.08738317757009334,0.08619749045280951,0.0816777041942605,0.07630979498861047,0.07281001137656415,0.1318777292576419,0.13406593406593403,0.2224489795918368,0.1948051948051948,0.061946902654867124,0.010416666666666676,0.0,0.0,0.0,0.1513157894736842,0.20912547528517103,0.14720314033366047
cooling_coil_cop,0.025293654069876565,0.030094659760671588,0.0,0.0,0.0006180469715697163,0.0010712372790574786,0.00986651189785268,0.027953586497890353,0.05284552845528451,0.0766169154228857,0.09486166007905139,0.052215189873417826,0.01530891197375602,0.0005691519635743633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cooling_setpoint,0.1712795828319295,0.24940482938442354,0.29945222154595247,0.2046867527498805,0.21191354770690563,0.2327971403038426,0.2478344562078922,0.2774390243902439,0.29143587558585426,0.2729613733905579,0.28,0.2753235162873718,0.2532909668633682,0.22142170989433235,0.19901719901719903,0.3179039301310044,0.31758241758241756,0.3847736625514403,0.3056768558951965,0.0277777777777778,0.0,0.0,0.0,0.0,0.13986013986013984,0.37475728155339805,0.3438735177865612
cooling_setpoint_setup,0.02179826885709244,0.016715146052685537,0.23815055762081785,0.05103587670540667,0.05000000000000003,0.05171580473658773,0.0372312532773991,0.02005730659025796,0.008808530366249479,0.051785714285714296,0.04485382458950731,0.010154738878143174,0.03964321110009914,0.04739824832560544,0.04878048780487811,0.396260017809439,0.23214285714285718,0.26648351648351654,0.19444444444444448,0.08108108108108114,0.010416666666666676,0.0,0.0,0.02105263157894727,0.1555555555555557,0.23057644110275696,0.17212121212121212
economizer_high_limit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
economizer_lockout,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
economizer_type,0.0014874709180364863,0.010196649672250587,0.0417042380522994,0.0,0.0,0.001071811361200406,0.005841121495327186,0.02040816326530626,0.02576235541535218,0.014121338912133867,0.014018691588784915,0.02291325695581005,0.01324503311258289,0.0011389521640090875,0.0,0.016815034619188915,0.018679950186799438,0.09715639810426534,0.11848341232227479,0.061946902654867124,0.010416666666666676,0.0,0.0,0.010526315789473694,0.13422818791946306,0.08771929824561392,0.02249718785151868
equipment_density,0.3443530938987451,0.47913771271503136,0.6100972198533174,0.4618937644341801,0.4657300979140059,0.4714912280701754,0.48727984344422703,0.4957050823192556,0.49205788916343096,0.48856036606828585,0.4746411483253589,0.48824393828067597,0.48573545757688025,0.4704510108864697,0.46305031446540884,0.6208206686930091,0.6313799621928166,0.7415730337078651,0.6287625418060201,0.1885245901639344,0.020618556701030948,0.0,0.0,0.02105263157894727,0.4739583333333333,0.7481146304675717,0.6868770764119602
ext_light_w,0.05697788430112212,0.0673795413553209,0.0,0.08762886597938141,0.08069164265129694,0.06962663975782034,0.06253458771444377,0.052361396303901415,0.04356636271529886,0.04816859006522834,0.04928315412186386,0.06498194945848383,0.07644628099173556,0.0846113167636172,0.0932914046121592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
