/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/warehouse/calibration/runs/existing-cbsa-2014/HZ3_CZ1/instance-out.sql,419.88,952.85,1930.70,4381.44

File Name,Total (GJ),Heating (GJ),Cooling (GJ),Lights (GJ),Equipment (GJ),Fans (GJ),Pumps (GJ),Heat Recovery (GJ),DHW (GJ),CHP (GJ),Generated (GJ)
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/warehouse/calibration/runs/Calib/HZ1_CZ1/instance-out.sql,2318.73,346.83,17.78,972.37,233.4,636.68,0.0,0.0,56.75,0.0,0.000
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/warehouse/calibration/runs/Calib/HZ1_CZ2/instance-out.sql,2327.24,328.42,35.45,972.37,233.4,647.71,0.0,0.0,54.75,0.0,0.000
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/warehouse/calibration/runs/Calib/HZ1_CZ3/instance-out.sql,2655.19,561.11,55.29,972.37,233.4,721.23,0.0,0.0,56.87,0.0,0.000
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/warehouse/calibration/runs/Calib/HZ2_CZ1/instance-out.sql,2745.59,711.85,33.78,972.37,233.4,677.83,0.0,0.0,61.36,0.0,0.000
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/warehouse/calibration/runs/Calib/HZ2_CZ2/instance-out.sql,2987.7,864.36,51.02,972.37,233.4,749.44,0.0,0.0,62.15,0.0,0.000
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/warehouse/calibration/runs/Calib/HZ3_CZ1/instance-out.sql,3221.98,1081.44,32.81,972.37,233.4,780.89,0.0,0.0,66.19,0.0,0.000
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/warehouse/calibration/runs/existing-cbsa-2014/HZ1_CZ1/instance-out.sql,1288.76,354.56,4.81,445.16,104.49,297.71,0.0,0.0,12.12,0.0,0.000
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/warehouse/calibration/runs/existing-cbsa-2014/HZ1_CZ2/instance-out.sql,1286.88,318.49,12.26,445.16,104.49,324.24,0.0,0.0,12.02,0.0,0.000
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/warehouse/calibration/runs/existing-cbsa-2014/HZ1_CZ3/instance-out.sql,1517.42,475.49,24.09,445.16,104.49,386.14,0.0,0.0,12.13,0.0,0.000
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/warehouse/calibration/runs/existing-cbsa-2014/HZ2_CZ1/instance-out.sql,1594.29,616.42,10.27,445.16,104.49,335.58,0.0,0.0,12.36,0.0,0.000
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/warehouse/calibration/runs/existing-cbsa-2014/HZ2_CZ2/instance-out.sql,1724.24,699.25,18.17,445.16,104.49,374.79,0.0,0.0,12.39,0.0,0.000
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/warehouse/calibration/runs/existing-cbsa-2014/HZ3_CZ1/instance-out.sql,1930.71,888.89,11.18,445.16,104.49,398.52,0.0,0.0,12.6,0.0,0.000

File Name,Unmet Heating (Hours),Unmet Cooling (Hours)
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/warehouse/calibration/runs/Calib/HZ1_CZ1/instance-out.sql,0.00,0.00
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/warehouse/calibration/runs/Calib/HZ1_CZ2/instance-out.sql,0.00,0.00
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/warehouse/calibration/runs/Calib/HZ1_CZ3/instance-out.sql,0.00,0.00
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/warehouse/calibration/runs/Calib/HZ2_CZ1/instance-out.sql,0.00,0.00
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/warehouse/calibration/runs/Calib/HZ2_CZ2/instance-out.sql,0.00,0.00
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/warehouse/calibration/runs/Calib/HZ3_CZ1/instance-out.sql,0.00,0.00
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/warehouse/calibration/runs/existing-cbsa-2014/HZ1_CZ1/instance-out.sql,0.00,0.00
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/warehouse/calibration/runs/existing-cbsa-2014/HZ1_CZ2/instance-out.sql,0.00,0.00
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/warehouse/calibration/runs/existing-cbsa-2014/HZ1_CZ3/instance-out.sql,0.00,0.00
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/warehouse/calibration/runs/existing-cbsa-2014/HZ2_CZ1/instance-out.sql,0.00,0.00
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/warehouse/calibration/runs/existing-cbsa-2014/HZ2_CZ2/instance-out.sql,0.00,0.00
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/warehouse/calibration/runs/existing-cbsa-2014/HZ3_CZ1/instance-out.sql,0.00,0.00

