File Name,Elec Jan (GJ),Elec Feb (GJ),Elec Mar (GJ),Elec Apr (GJ),Elec May (GJ),Elec Jun (GJ),Elec Jul (GJ),Elec Aug (GJ),Elec Sep (GJ),Elec Oct (GJ),Elec Nov (GJ),Elec Dec (GJ),Gas Jan (GJ),Gas Feb (GJ),Gas Mar (GJ),Gas Apr (GJ),Gas May (GJ),Gas Jun (GJ),Gas Jul (GJ),Gas Aug (GJ),Gas Sep (GJ),Gas Oct (GJ),Gas Nov (GJ),Gas Dec (GJ)
Calib,160.8695,145.053,165.0878,154.0989,162.9231,162.3838,164.6191,172.6691,157.1798,160.8702,157.0995,158.6798,107.4537,81.0737,55.7117,31.5663,17.6329,8.6557,5.7321,6.3173,11.2052,28.1349,68.5218,108.0582
existing-cbsa-2014,79.792,71.6683,81.1549,74.9307,78.5907,77.8201,79.0623,83.3492,76.3745,78.9399,77.7447,78.9602,80.1266,66.5815,50.0995,29.2009,16.9204,8.0457,3.7126,4.0356,10.4485,27.1419,59.6944,89.751
