File Name,Elec Jan (GJ),Elec Feb (GJ),Elec Mar (GJ),Elec Apr (GJ),Elec May (GJ),Elec Jun (GJ),Elec Jul (GJ),Elec Aug (GJ),Elec Sep (GJ),Elec Oct (GJ),Elec Nov (GJ),Elec Dec (GJ),Gas Jan (GJ),Gas Feb (GJ),Gas Mar (GJ),Gas Apr (GJ),Gas May (GJ),Gas Jun (GJ),Gas Jul (GJ),Gas Aug (GJ),Gas Sep (GJ),Gas Oct (GJ),Gas Nov (GJ),Gas Dec (GJ)
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/retail-supermarket/calibration/runs/Calib/HZ2_CZ1/instance-out.sql,11770.79,2785.54,299.32,1315.34,2507.71,1122.26,0.0,0.0,291.01,0.0,0.000
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/retail-supermarket/calibration/runs/Calib/HZ2_CZ2/instance-out.sql,11947.33,2846.19,351.09,1315.34,2507.71,1227.94,0.0,0.0,294.22,0.0,0.000
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/retail-supermarket/calibration/runs/Calib/HZ3_CZ1/instance-out.sql,12442.18,3295.53,299.63,1315.34,2507.71,1311.34,0.0,0.0,311.17,0.0,0.000
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/retail-supermarket/calibration/runs/default/HZ1_CZ1/instance-out.sql,7648.23,1776.48,61.31,934.17,985.05,452.0,0.0,0.0,24.59,0.0,0.000
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/retail-supermarket/calibration/runs/default/HZ1_CZ2/instance-out.sql,7587.68,1646.69,87.9,934.17,985.05,448.65,0.0,0.0,24.09,0.0,0.000
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/retail-supermarket/calibration/runs/default/HZ1_CZ3/instance-out.sql,7708.88,1939.53,100.67,934.17,985.05,486.63,0.0,0.0,24.61,0.0,0.000
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/retail-supermarket/calibration/runs/default/HZ2_CZ1/instance-out.sql,7812.84,2191.83,74.87,934.17,985.05,461.11,0.0,0.0,25.72,0.0,0.000
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/retail-supermarket/calibration/runs/default/HZ2_CZ2/instance-out.sql,7814.4,2196.6,92.31,934.17,985.05,483.16,0.0,0.0,25.91,0.0,0.000
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/retail-supermarket/calibration/runs/default/HZ3_CZ1/instance-out.sql,8137.71,2523.28,70.52,934.17,985.05,501.73,0.0,0.0,26.92,0.0,0.000
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/retail-supermarket/calibration/runs/existing-cbsa-2014/HZ1_CZ1/instance-out.sql,7992.95,1486.22,63.94,1254.5,985.05,518.2,0.0,0.0,24.58,0.0,0.000
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/retail-supermarket/calibration/runs/existing-cbsa-2014/HZ1_CZ2/instance-out.sql,7944.39,1361.26,90.88,1254.5,985.05,521.23,0.0,0.0,24.08,0.0,0.000
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/retail-supermarket/calibration/runs/existing-cbsa-2014/HZ1_CZ3/instance-out.sql,8066.3,1518.35,109.26,1254.5,985.05,668.91,0.0,0.0,24.6,0.0,0.000
